counterpartcountrycode,iso3_o,countrycode,iso3_d,Importer,Exporter,year,Trade,contig,comlang_off,comlang_ethno,comcol,col45,distance,POPex,POPim,GDPex,GDPim,gdpcap_o,gdpcap_d,area_o,area_d,FTA
193,AUS,213,ARG,Argentina,Australia,2015,267.974077,0,0,0,0,0,12044.574,23.78116989,43.41675568,1.33914E+12,5.83169E+11,56310.957,13431.878,7686848,2766889,0
223,BRA,213,ARG,Argentina,Brazil,2015,13099.98099,1,0,0,0,0,2391.846403,207.8475342,43.41675568,1.77472E+12,5.83169E+11,8538.5898,13431.878,8511920,2766889,1
156,CAN,213,ARG,Argentina,Canada,2015,461.750723,0,0,0,0,0,9391.460934,35.85177231,43.41675568,1.55054E+12,5.83169E+11,43248.531,13431.878,9976139,2766889,0
924,CHN,213,ARG,Argentina,"China, P.R.: Mainland",2015,11742.51819,0,0,0,0,0,19110.12721,1371.219971,43.41675568,1.10077E+13,5.83169E+11,8027.6836,13431.878,9572378,2766889,0
132,FRA,213,ARG,Argentina,France,2015,1450.262887,0,0,0,0,0,10932.34073,66.80838776,43.41675568,2.41884E+12,5.83169E+11,36205.566,13431.878,547026,2766889,0
112,GBR,213,ARG,Argentina,United Kingdom,2015,558.49275,0,0,0,0,0,11136.96247,65.13822937,43.41675568,2.858E+12,5.83169E+11,43875.973,13431.878,244110,2766889,0
536,IDN,213,ARG,Argentina,Indonesia,2015,314.323418,0,0,0,0,0,15581.88412,257.5638123,43.41675568,8.61934E+11,5.83169E+11,3346.4871,13431.878,1933658,2766889,0
534,IND,213,ARG,Argentina,India,2015,724.292049,0,0,0,0,0,15676.28505,1311.050537,43.41675568,2.0954E+12,5.83169E+11,1598.259,13431.878,3287590,2766889,0
136,ITA,213,ARG,Argentina,Italy,2015,1370.062562,0,0,0,0,0,11214.0102,60.80208588,43.41675568,1.8215E+12,5.83169E+11,29957.805,13431.878,301323,2766889,0
158,JPN,213,ARG,Argentina,Japan,2015,1223.229975,0,0,0,0,0,18310.16163,126.9584732,43.41675568,4.12326E+12,5.83169E+11,32477.215,13431.878,377801,2766889,0
542,KOR,213,ARG,Argentina,"Korea, Rep. of",2015,1069.556374,0,0,0,0,0,19146.65149,50.61704636,43.41675568,1.37787E+12,5.83169E+11,27221.525,13431.878,99484,2766889,0
273,MEX,213,ARG,Argentina,Mexico,2015,1822.172957,0,1,1,0,0,7533.985981,127.0172272,43.41675568,1.14379E+12,5.83169E+11,9005.0234,13431.878,1967210,2766889,0
548,MYS,213,ARG,Argentina,Malaysia,2015,354.411303,0,0,0,0,0,16333.0348,30.331007,43.41675568,2.96283E+11,5.83169E+11,9768.3262,13431.878,329758,2766889,0
566,PHL,213,ARG,Argentina,Philippines,2015,92.839631,0,0,0,0,0,17783.10581,100.6993942,43.41675568,2.92451E+11,5.83169E+11,2904.2021,13431.878,300000,2766889,0
456,SAU,213,ARG,Argentina,Saudi Arabia,2015,176.505696,0,0,0,0,0,12674.51273,31.54037285,43.41675568,6.46002E+11,5.83169E+11,20481.744,13431.878,2153168,2766889,0
578,THA,213,ARG,Argentina,Thailand,2015,813.48764,0,0,0,0,0,17137.09458,67.95935822,43.41675568,3.95168E+11,5.83169E+11,5814.77,13431.878,513115,2766889,0
186,TUR,213,ARG,Argentina,Turkey,2015,186.326522,0,0,0,0,0,12474.37663,78.66583252,43.41675568,7.1788E+11,5.83169E+11,9125.6875,13431.878,780576,2766889,0
111,USA,213,ARG,Argentina,United States,2015,7700.490978,0,0,1,0,0,8678.352272,321.4188232,43.41675568,1.80366E+13,5.83169E+11,56115.719,13431.878,9529106,2766889,0
213,ARG,193,AUS,Australia,Argentina,2015,656.235929,0,0,0,0,0,12044.57413,43.41675568,23.78116989,5.83169E+11,1.33914E+12,13431.878,56310.957,2766889,7686848,0
223,BRA,193,AUS,Australia,Brazil,2015,512.682668,0,0,0,0,0,14046.74815,207.8475342,23.78116989,1.77472E+12,1.33914E+12,8538.5898,56310.957,8511920,7686848,0
156,CAN,193,AUS,Australia,Canada,2015,1774.958921,0,1,1,0,0,15391.07347,35.85177231,23.78116989,1.55054E+12,1.33914E+12,43248.531,56310.957,9976139,7686848,0
924,CHN,193,AUS,Australia,"China, P.R.: Mainland",2015,49030.09994,0,0,0,0,0,8345.109561,1371.219971,23.78116989,1.10077E+13,1.33914E+12,8027.6836,56310.957,9572378,7686848,0
132,FRA,193,AUS,Australia,France,2015,3469.358751,0,0,0,0,0,16513.02101,66.80838776,23.78116989,2.41884E+12,1.33914E+12,36205.566,56310.957,547026,7686848,0
112,GBR,193,AUS,Australia,United Kingdom,2015,5646.979502,0,1,1,0,0,16602.27078,65.13822937,23.78116989,2.858E+12,1.33914E+12,43875.973,56310.957,244110,7686848,0
536,IDN,193,AUS,Australia,Indonesia,2015,4497.047526,0,0,0,0,0,5077.672238,257.5638123,23.78116989,8.61934E+11,1.33914E+12,3346.4871,56310.957,1933658,7686848,1
534,IND,193,AUS,Australia,India,2015,3796.091135,0,1,1,0,0,9548.676721,1311.050537,23.78116989,2.0954E+12,1.33914E+12,1598.259,56310.957,3287590,7686848,0
136,ITA,193,AUS,Australia,Italy,2015,4614.472493,0,0,0,0,0,15855.40695,60.80208588,23.78116989,1.8215E+12,1.33914E+12,29957.805,56310.957,301323,7686848,0
158,JPN,193,AUS,Australia,Japan,2015,15701.67823,0,0,0,0,0,7827.07902,126.9584732,23.78116989,4.12326E+12,1.33914E+12,32477.215,56310.957,377801,7686848,1
542,KOR,193,AUS,Australia,"Korea, Rep. of",2015,11652.18915,0,0,1,0,0,8112.907162,50.61704636,23.78116989,1.37787E+12,1.33914E+12,27221.525,56310.957,99484,7686848,1
273,MEX,193,AUS,Australia,Mexico,2015,1961.131396,0,0,0,0,0,13430.11281,127.0172272,23.78116989,1.14379E+12,1.33914E+12,9005.0234,56310.957,1967210,7686848,0
548,MYS,193,AUS,Australia,Malaysia,2015,7874.06338,0,0,0,0,0,6084.200318,30.331007,23.78116989,2.96283E+11,1.33914E+12,9768.3262,56310.957,329758,7686848,1
566,PHL,193,AUS,Australia,Philippines,2015,590.648737,0,1,1,0,0,5896.923408,100.6993942,23.78116989,2.92451E+11,1.33914E+12,2904.2021,56310.957,300000,7686848,1
456,SAU,193,AUS,Australia,Saudi Arabia,2015,345.819255,0,0,0,0,0,12516.48244,31.54037285,23.78116989,6.46002E+11,1.33914E+12,20481.744,56310.957,2153168,7686848,0
578,THA,193,AUS,Australia,Thailand,2015,10782.61624,0,0,0,0,0,7152.192062,67.95935822,23.78116989,3.95168E+11,1.33914E+12,5814.77,56310.957,513115,7686848,1
186,TUR,193,AUS,Australia,Turkey,2015,653.870925,0,0,0,0,0,14180.87597,78.66583252,23.78116989,7.1788E+11,1.33914E+12,9125.6875,56310.957,780576,7686848,0
111,USA,193,AUS,Australia,United States,2015,23933.05633,0,1,1,0,0,14802.03204,321.4188232,23.78116989,1.80366E+13,1.33914E+12,56115.719,56310.957,9529106,7686848,1
213,ARG,223,BRA,Brazil,Argentina,2015,10901.22946,1,0,0,0,0,2391.846414,43.41675568,207.8475342,5.83169E+11,1.77472E+12,13431.878,8538.5898,2766889,8511920,1
193,AUS,223,BRA,Brazil,Australia,2015,1116.05214,0,0,0,0,0,14046.74841,23.78116989,207.8475342,1.33914E+12,1.77472E+12,56310.957,8538.5898,7686848,8511920,0
156,CAN,223,BRA,Brazil,Canada,2015,2567.540752,0,0,0,0,0,8458.686051,35.85177231,207.8475342,1.55054E+12,1.77472E+12,43248.531,8538.5898,9976139,8511920,0
924,CHN,223,BRA,Brazil,"China, P.R.: Mainland",2015,32562.21735,0,0,0,0,0,17235.77801,1371.219971,207.8475342,1.10077E+13,1.77472E+12,8027.6836,8538.5898,9572378,8511920,0
132,FRA,223,BRA,Brazil,France,2015,4731.292745,0,0,0,0,0,8681.179781,66.80838776,207.8475342,2.41884E+12,1.77472E+12,36205.566,8538.5898,547026,8511920,0
112,GBR,223,BRA,Brazil,United Kingdom,2015,2967.524467,0,0,0,0,0,8931.504756,65.13822937,207.8475342,2.858E+12,1.77472E+12,43875.973,8538.5898,244110,8511920,0
536,IDN,223,BRA,Brazil,Indonesia,2015,1457.408591,0,0,0,0,0,16024.36553,257.5638123,207.8475342,8.61934E+11,1.77472E+12,3346.4871,8538.5898,1933658,8511920,0
534,IND,223,BRA,Brazil,India,2015,4546.884064,0,0,0,0,0,13949.71503,1311.050537,207.8475342,2.0954E+12,1.77472E+12,1598.259,8538.5898,3287590,8511920,0
136,ITA,223,BRA,Brazil,Italy,2015,4966.053862,0,0,0,0,0,8940.465192,60.80208588,207.8475342,1.8215E+12,1.77472E+12,29957.805,8538.5898,301323,8511920,0
158,JPN,223,BRA,Brazil,Japan,2015,5169.811623,0,0,0,0,0,17981.97952,126.9584732,207.8475342,4.12326E+12,1.77472E+12,32477.215,8538.5898,377801,8511920,0
542,KOR,223,BRA,Brazil,"Korea, Rep. of",2015,5745.552901,0,0,0,0,0,17793.03903,50.61704636,207.8475342,1.37787E+12,1.77472E+12,27221.525,8538.5898,99484,8511920,0
273,MEX,223,BRA,Brazil,Mexico,2015,4640.45592,0,0,0,0,0,7621.778569,127.0172272,207.8475342,1.14379E+12,1.77472E+12,9005.0234,8538.5898,1967210,8511920,0
548,MYS,223,BRA,Brazil,Malaysia,2015,1629.523494,0,0,0,0,0,16193.41857,30.331007,207.8475342,2.96283E+11,1.77472E+12,9768.3262,8538.5898,329758,8511920,0
566,PHL,223,BRA,Brazil,Philippines,2015,269.751487,0,0,0,0,0,18221.51373,100.6993942,207.8475342,2.92451E+11,1.77472E+12,2904.2021,8538.5898,300000,8511920,0
456,SAU,223,BRA,Brazil,Saudi Arabia,2015,2020.954205,0,0,0,0,0,10659.19144,31.54037285,207.8475342,6.46002E+11,1.77472E+12,20481.744,8538.5898,2153168,8511920,0
578,THA,223,BRA,Brazil,Thailand,2015,1773.636287,0,0,0,0,0,16232.15477,67.95935822,207.8475342,3.95168E+11,1.77472E+12,5814.77,8538.5898,513115,8511920,0
186,TUR,223,BRA,Brazil,Turkey,2015,600.796281,0,0,0,0,0,10224.84109,78.66583252,207.8475342,7.1788E+11,1.77472E+12,9125.6875,8538.5898,780576,8511920,0
111,USA,223,BRA,Brazil,United States,2015,28365.35206,0,0,0,0,0,8088.513716,321.4188232,207.8475342,1.80366E+13,1.77472E+12,56115.719,8538.5898,9529106,8511920,0
213,ARG,156,CAN,Canada,Argentina,2015,1534.375403,0,0,0,0,0,9391.46105,43.41675568,35.85177231,5.83169E+11,1.55054E+12,13431.878,43248.531,2766889,9976139,0
193,AUS,156,CAN,Canada,Australia,2015,1393.842259,0,1,1,0,0,15391.07357,23.78116989,35.85177231,1.33914E+12,1.55054E+12,56310.957,43248.531,7686848,9976139,0
223,BRA,156,CAN,Canada,Brazil,2015,3095.020709,0,0,0,0,0,8458.686125,207.8475342,35.85177231,1.77472E+12,1.55054E+12,8538.5898,43248.531,8511920,9976139,0
924,CHN,156,CAN,Canada,"China, P.R.: Mainland",2015,54329.22734,0,0,0,0,0,10428.39631,1371.219971,35.85177231,1.10077E+13,1.55054E+12,8027.6836,43248.531,9572378,9976139,0
132,FRA,156,CAN,Canada,France,2015,5636.84573,0,1,1,0,0,6454.268805,66.80838776,35.85177231,2.41884E+12,1.55054E+12,36205.566,43248.531,547026,9976139,0
112,GBR,156,CAN,Canada,United Kingdom,2015,7624.757941,0,1,1,0,0,5849.772325,65.13822937,35.85177231,2.858E+12,1.55054E+12,43875.973,43248.531,244110,9976139,0
536,IDN,156,CAN,Canada,Indonesia,2015,1386.062451,0,0,0,0,0,14951.84537,257.5638123,35.85177231,8.61934E+11,1.55054E+12,3346.4871,43248.531,1933658,9976139,0
534,IND,156,CAN,Canada,India,2015,3273.116912,0,1,1,0,0,12051.13982,1311.050537,35.85177231,2.0954E+12,1.55054E+12,1598.259,43248.531,3287590,9976139,0
136,ITA,156,CAN,Canada,Italy,2015,6110.32463,0,0,0,0,0,7269.782826,60.80208588,35.85177231,1.8215E+12,1.55054E+12,29957.805,43248.531,301323,9976139,0
158,JPN,156,CAN,Canada,Japan,2015,12263.7747,0,0,0,0,0,9756.433689,126.9584732,35.85177231,4.12326E+12,1.55054E+12,32477.215,43248.531,377801,9976139,0
542,KOR,156,CAN,Canada,"Korea, Rep. of",2015,6541.944298,0,0,1,0,0,10032.81315,50.61704636,35.85177231,1.37787E+12,1.55054E+12,27221.525,43248.531,99484,9976139,0
273,MEX,156,CAN,Canada,Mexico,2015,25833.32536,0,0,0,0,0,3442.775065,127.0172272,35.85177231,1.14379E+12,1.55054E+12,9005.0234,43248.531,1967210,9976139,1
548,MYS,156,CAN,Canada,Malaysia,2015,2189.210908,0,0,0,0,0,14119.46654,30.331007,35.85177231,2.96283E+11,1.55054E+12,9768.3262,43248.531,329758,9976139,0
566,PHL,156,CAN,Canada,Philippines,2015,1179.380332,0,1,1,0,0,12630.1846,100.6993942,35.85177231,2.92451E+11,1.55054E+12,2904.2021,43248.531,300000,9976139,0
456,SAU,156,CAN,Canada,Saudi Arabia,2015,1709.776363,0,0,0,0,0,10634.35505,31.54037285,35.85177231,6.46002E+11,1.55054E+12,20481.744,43248.531,2153168,9976139,0
578,THA,156,CAN,Canada,Thailand,2015,2578.960891,0,0,0,0,0,13088.89985,67.95935822,35.85177231,3.95168E+11,1.55054E+12,5814.77,43248.531,513115,9976139,0
186,TUR,156,CAN,Canada,Turkey,2015,1074.574286,0,0,0,0,0,8625.863372,78.66583252,35.85177231,7.1788E+11,1.55054E+12,9125.6875,43248.531,780576,9976139,0
111,USA,156,CAN,Canada,United States,2015,236520.495,1,1,1,0,0,2079.296719,321.4188232,35.85177231,1.80366E+13,1.55054E+12,56115.719,43248.531,9529106,9976139,1
213,ARG,924,CHN,"China, P.R.: Mainland",Argentina,2015,5714.096881,0,0,0,0,0,19110.12767,43.41675568,1371.219971,5.83169E+11,1.10077E+13,13431.878,8027.6836,2766889,9572378,0
193,AUS,924,CHN,"China, P.R.: Mainland",Australia,2015,65141.3819,0,0,0,0,0,8345.109613,23.78116989,1371.219971,1.33914E+12,1.10077E+13,56310.957,8027.6836,7686848,9572378,0
223,BRA,924,CHN,"China, P.R.: Mainland",Brazil,2015,44380.36952,0,0,0,0,0,17235.77803,207.8475342,1371.219971,1.77472E+12,1.10077E+13,8538.5898,8027.6836,8511920,9572378,0
156,CAN,924,CHN,"China, P.R.: Mainland",Canada,2015,18549.1535,0,0,0,0,0,10428.39631,35.85177231,1371.219971,1.55054E+12,1.10077E+13,43248.531,8027.6836,9976139,9572378,0
132,FRA,924,CHN,"China, P.R.: Mainland",France,2015,24974.48309,0,0,0,0,0,8742.564965,66.80838776,1371.219971,2.41884E+12,1.10077E+13,36205.566,8027.6836,547026,9572378,0
112,GBR,924,CHN,"China, P.R.: Mainland",United Kingdom,2015,18880.71876,0,0,0,0,0,8539.149645,65.13822937,1371.219971,2.858E+12,1.10077E+13,43875.973,8027.6836,244110,9572378,0
536,IDN,924,CHN,"China, P.R.: Mainland",Indonesia,2015,19815.49345,0,0,0,0,0,4684.441357,257.5638123,1371.219971,8.61934E+11,1.10077E+13,3346.4871,8027.6836,1933658,9572378,1
534,IND,924,CHN,"China, P.R.: Mainland",India,2015,13394.90278,1,0,0,0,0,4204.047473,1311.050537,1371.219971,2.0954E+12,1.10077E+13,1598.259,8027.6836,3287590,9572378,0
136,ITA,924,CHN,"China, P.R.: Mainland",Italy,2015,16784.7289,0,0,0,0,0,8466.925586,60.80208588,1371.219971,1.8215E+12,1.10077E+13,29957.805,8027.6836,301323,9572378,0
158,JPN,924,CHN,"China, P.R.: Mainland",Japan,2015,142715.6633,0,0,0,0,0,1974.96813,126.9584732,1371.219971,4.12326E+12,1.10077E+13,32477.215,8027.6836,377801,9572378,0
542,KOR,924,CHN,"China, P.R.: Mainland","Korea, Rep. of",2015,174288.626,0,0,0,0,0,1168.1649,50.61704636,1371.219971,1.37787E+12,1.10077E+13,27221.525,8027.6836,99484,9572378,0
273,MEX,924,CHN,"China, P.R.: Mainland",Mexico,2015,10086.10601,0,0,0,0,0,12411.54753,127.0172272,1371.219971,1.14379E+12,1.10077E+13,9005.0234,8027.6836,1967210,9572378,0
548,MYS,924,CHN,"China, P.R.: Mainland",Malaysia,2015,53226.89804,0,1,1,0,0,3879.039546,30.331007,1371.219971,2.96283E+11,1.10077E+13,9768.3262,8027.6836,329758,9572378,1
566,PHL,924,CHN,"China, P.R.: Mainland",Philippines,2015,19022.14178,0,0,0,0,0,2613.129415,100.6993942,1371.219971,2.92451E+11,1.10077E+13,2904.2021,8027.6836,300000,9572378,1
456,SAU,924,CHN,"China, P.R.: Mainland",Saudi Arabia,2015,30155.46415,0,0,0,0,0,7093.231721,31.54037285,1371.219971,6.46002E+11,1.10077E+13,20481.744,8027.6836,2153168,9572378,0
578,THA,924,CHN,"China, P.R.: Mainland",Thailand,2015,37212.70903,0,0,0,0,0,2986.221803,67.95935822,1371.219971,3.95168E+11,1.10077E+13,5814.77,8027.6836,513115,9572378,1
186,TUR,924,CHN,"China, P.R.: Mainland",Turkey,2015,2953.899282,0,0,0,0,0,7230.205246,78.66583252,1371.219971,7.1788E+11,1.10077E+13,9125.6875,8027.6836,780576,9572378,0
111,USA,924,CHN,"China, P.R.: Mainland",United States,2015,144867.0844,0,0,0,0,0,11183.42812,321.4188232,1371.219971,1.80366E+13,1.10077E+13,56115.719,8027.6836,9529106,9572378,0
213,ARG,132,FRA,France,Argentina,2015,379.270283,0,0,0,0,0,10932.34095,43.41675568,66.80838776,5.83169E+11,2.41884E+12,13431.878,36205.566,2766889,547026,0
193,AUS,132,FRA,France,Australia,2015,862.563504,0,0,0,0,0,16513.02064,23.78116989,66.80838776,1.33914E+12,2.41884E+12,56310.957,36205.566,7686848,547026,0
223,BRA,132,FRA,France,Brazil,2015,2737.161447,0,0,0,0,0,8681.179855,207.8475342,66.80838776,1.77472E+12,2.41884E+12,8538.5898,36205.566,8511920,547026,0
156,CAN,132,FRA,France,Canada,2015,2441.283521,0,1,1,0,0,6454.268784,35.85177231,66.80838776,1.55054E+12,2.41884E+12,43248.531,36205.566,9976139,547026,0
924,CHN,132,FRA,France,"China, P.R.: Mainland",2015,30681.10354,0,0,0,0,0,8742.564916,1371.219971,66.80838776,1.10077E+13,2.41884E+12,8027.6836,36205.566,9572378,547026,0
112,GBR,132,FRA,France,United Kingdom,2015,25889.36336,0,0,0,0,0,749.6503182,65.13822937,66.80838776,2.858E+12,2.41884E+12,43875.973,36205.566,244110,547026,1
536,IDN,132,FRA,France,Indonesia,2015,1202.975756,0,0,0,0,0,11576.69775,257.5638123,66.80838776,8.61934E+11,2.41884E+12,3346.4871,36205.566,1933658,547026,0
534,IND,132,FRA,France,India,2015,4835.360758,0,0,0,0,0,7073.011449,1311.050537,66.80838776,2.0954E+12,2.41884E+12,1598.259,36205.566,3287590,547026,0
136,ITA,132,FRA,France,Italy,2015,43964.03898,1,0,0,0,0,891.5286086,60.80208588,66.80838776,1.8215E+12,2.41884E+12,29957.805,36205.566,301323,547026,1
158,JPN,132,FRA,France,Japan,2015,4892.706983,0,0,0,0,0,9803.116036,126.9584732,66.80838776,4.12326E+12,2.41884E+12,32477.215,36205.566,377801,547026,0
542,KOR,132,FRA,France,"Korea, Rep. of",2015,2606.415407,0,0,0,0,0,9225.81539,50.61704636,66.80838776,1.37787E+12,2.41884E+12,27221.525,36205.566,99484,547026,1
273,MEX,132,FRA,France,Mexico,2015,2104.232457,0,0,0,0,0,9276.132916,127.0172272,66.80838776,1.14379E+12,2.41884E+12,9005.0234,36205.566,1967210,547026,1
548,MYS,132,FRA,France,Malaysia,2015,1611.234403,0,0,0,0,0,10553.11847,30.331007,66.80838776,2.96283E+11,2.41884E+12,9768.3262,36205.566,329758,547026,0
566,PHL,132,FRA,France,Philippines,2015,492.947224,0,0,0,0,0,10992.8737,100.6993942,66.80838776,2.92451E+11,2.41884E+12,2904.2021,36205.566,300000,547026,0
456,SAU,132,FRA,France,Saudi Arabia,2015,5475.195794,0,0,0,0,0,4410.786327,31.54037285,66.80838776,6.46002E+11,2.41884E+12,20481.744,36205.566,2153168,547026,0
578,THA,132,FRA,France,Thailand,2015,1864.839091,0,0,0,0,0,9475.635205,67.95935822,66.80838776,3.95168E+11,2.41884E+12,5814.77,36205.566,513115,547026,0
186,TUR,132,FRA,France,Turkey,2015,6322.340918,0,0,0,0,0,2477.965077,78.66583252,66.80838776,7.1788E+11,2.41884E+12,9125.6875,36205.566,780576,547026,1
111,USA,132,FRA,France,United States,2015,31467.54599,0,0,0,0,0,7456.767311,321.4188232,66.80838776,1.80366E+13,2.41884E+12,56115.719,36205.566,9529106,547026,0
213,ARG,112,GBR,United Kingdom,Argentina,2015,870.857394,0,0,0,0,0,11136.96279,43.41675568,65.13822937,5.83169E+11,2.858E+12,13431.878,43875.973,2766889,244110,0
193,AUS,112,GBR,United Kingdom,Australia,2015,3036.998357,0,1,1,0,0,16602.27103,23.78116989,65.13822937,1.33914E+12,2.858E+12,56310.957,43875.973,7686848,244110,0
223,BRA,112,GBR,United Kingdom,Brazil,2015,3742.237126,0,0,0,0,0,8931.504633,207.8475342,65.13822937,1.77472E+12,2.858E+12,8538.5898,43875.973,8511920,244110,0
156,CAN,112,GBR,United Kingdom,Canada,2015,13317.7487,0,1,1,0,0,5849.772228,35.85177231,65.13822937,1.55054E+12,2.858E+12,43248.531,43875.973,9976139,244110,0
924,CHN,112,GBR,United Kingdom,"China, P.R.: Mainland",2015,61226.96285,0,0,0,0,0,8539.149639,1371.219971,65.13822937,1.10077E+13,2.858E+12,8027.6836,43875.973,9572378,244110,0
132,FRA,112,GBR,United Kingdom,France,2015,35702.80123,0,0,0,0,0,749.6503282,66.80838776,65.13822937,2.41884E+12,2.858E+12,36205.566,43875.973,547026,244110,1
536,IDN,112,GBR,United Kingdom,Indonesia,2015,1671.214967,0,0,0,0,0,11766.46359,257.5638123,65.13822937,8.61934E+11,2.858E+12,3346.4871,43875.973,1933658,244110,0
534,IND,112,GBR,United Kingdom,India,2015,8783.070273,0,1,1,0,1,7324.150141,1311.050537,65.13822937,2.0954E+12,2.858E+12,1598.259,43875.973,3287590,244110,0
136,ITA,112,GBR,United Kingdom,Italy,2015,24062.76466,0,0,0,0,0,1487.006192,60.80208588,65.13822937,1.8215E+12,2.858E+12,29957.805,43875.973,301323,244110,1
158,JPN,112,GBR,United Kingdom,Japan,2015,9533.946874,0,0,0,0,0,9436.248468,126.9584732,65.13822937,4.12326E+12,2.858E+12,32477.215,43875.973,377801,244110,0
542,KOR,112,GBR,United Kingdom,"Korea, Rep. of",2015,6273.727422,0,0,1,0,0,8931.778389,50.61704636,65.13822937,1.37787E+12,2.858E+12,27221.525,43875.973,99484,244110,1
273,MEX,112,GBR,United Kingdom,Mexico,2015,2020.984131,0,0,0,0,0,8734.488409,127.0172272,65.13822937,1.14379E+12,2.858E+12,9005.0234,43875.973,1967210,244110,1
548,MYS,112,GBR,United Kingdom,Malaysia,2015,5748.236164,0,0,0,0,1,10714.88815,30.331007,65.13822937,2.96283E+11,2.858E+12,9768.3262,43875.973,329758,244110,0
566,PHL,112,GBR,United Kingdom,Philippines,2015,633.842799,0,1,1,0,0,10905.85216,100.6993942,65.13822937,2.92451E+11,2.858E+12,2904.2021,43875.973,300000,244110,0
456,SAU,112,GBR,United Kingdom,Saudi Arabia,2015,2405.155371,0,0,0,0,0,4938.794831,31.54037285,65.13822937,6.46002E+11,2.858E+12,20481.744,43875.973,2153168,244110,0
578,THA,112,GBR,United Kingdom,Thailand,2015,3583.451095,0,0,0,0,0,9590.160513,67.95935822,65.13822937,3.95168E+11,2.858E+12,5814.77,43875.973,513115,244110,0
186,TUR,112,GBR,United Kingdom,Turkey,2015,10583.47858,0,0,0,0,0,2915.582688,78.66583252,65.13822937,7.1788E+11,2.858E+12,9125.6875,43875.973,780576,244110,1
111,USA,112,GBR,United Kingdom,United States,2015,57575.88856,0,1,1,0,0,6878.493567,321.4188232,65.13822937,1.80366E+13,2.858E+12,56115.719,43875.973,9529106,244110,0
213,ARG,536,IDN,Indonesia,Argentina,2015,1298.349716,0,0,0,0,0,15581.88409,43.41675568,257.5638123,5.83169E+11,8.61934E+11,13431.878,3346.4871,2766889,1933658,0
193,AUS,536,IDN,Indonesia,Australia,2015,4815.794517,0,0,0,0,0,5077.672189,23.78116989,257.5638123,1.33914E+12,8.61934E+11,56310.957,3346.4871,7686848,1933658,1
223,BRA,536,IDN,Indonesia,Brazil,2015,2425.426649,0,0,0,0,0,16024.36555,207.8475342,257.5638123,1.77472E+12,8.61934E+11,8538.5898,3346.4871,8511920,1933658,0
156,CAN,536,IDN,Indonesia,Canada,2015,1609.251588,0,0,0,0,0,14951.84511,35.85177231,257.5638123,1.55054E+12,8.61934E+11,43248.531,3346.4871,9976139,1933658,0
924,CHN,536,IDN,Indonesia,"China, P.R.: Mainland",2015,29410.88714,0,0,0,0,0,4684.441339,1371.219971,257.5638123,1.10077E+13,8.61934E+11,8027.6836,3346.4871,9572378,1933658,1
132,FRA,536,IDN,Indonesia,France,2015,1337.703195,0,0,0,0,0,11576.6979,66.80838776,257.5638123,2.41884E+12,8.61934E+11,36205.566,3346.4871,547026,1933658,0
112,GBR,536,IDN,Indonesia,United Kingdom,2015,819.15691,0,0,0,0,0,11766.46358,65.13822937,257.5638123,2.858E+12,8.61934E+11,43875.973,3346.4871,244110,1933658,0
534,IND,536,IDN,Indonesia,India,2015,2741.418281,0,0,0,0,0,4574.944111,1311.050537,257.5638123,2.0954E+12,8.61934E+11,1598.259,3346.4871,3287590,1933658,1
136,ITA,536,IDN,Indonesia,Italy,2015,1368.242455,0,0,0,0,0,10902.42901,60.80208588,257.5638123,1.8215E+12,8.61934E+11,29957.805,3346.4871,301323,1933658,0
158,JPN,536,IDN,Indonesia,Japan,2015,13263.52325,0,0,0,0,0,5481.533656,126.9584732,257.5638123,4.12326E+12,8.61934E+11,32477.215,3346.4871,377801,1933658,1
542,KOR,536,IDN,Indonesia,"Korea, Rep. of",2015,8427.20594,0,0,0,0,0,5081.576069,50.61704636,257.5638123,1.37787E+12,8.61934E+11,27221.525,3346.4871,99484,1933658,1
273,MEX,536,IDN,Indonesia,Mexico,2015,197.558524,0,0,0,0,0,16272.35542,127.0172272,257.5638123,1.14379E+12,8.61934E+11,9005.0234,3346.4871,1967210,1933658,0
548,MYS,536,IDN,Indonesia,Malaysia,2015,8530.667553,1,0,1,0,0,1306.63576,30.331007,257.5638123,2.96283E+11,8.61934E+11,9768.3262,3346.4871,329758,1933658,1
566,PHL,536,IDN,Indonesia,Philippines,2015,683.083232,0,0,0,0,0,2609.464866,100.6993942,257.5638123,2.92451E+11,8.61934E+11,2904.2021,3346.4871,300000,1933658,1
456,SAU,536,IDN,Indonesia,Saudi Arabia,2015,3421.631533,0,0,0,0,0,7735.640476,31.54037285,257.5638123,6.46002E+11,8.61934E+11,20481.744,3346.4871,2153168,1933658,0
578,THA,536,IDN,Indonesia,Thailand,2015,8083.368324,0,0,0,0,0,2305.686166,67.95935822,257.5638123,3.95168E+11,8.61934E+11,5814.77,3346.4871,513115,1933658,1
186,TUR,536,IDN,Indonesia,Turkey,2015,249.821102,0,0,0,0,0,9213.941658,78.66583252,257.5638123,7.1788E+11,8.61934E+11,9125.6875,3346.4871,780576,1933658,0
111,USA,536,IDN,Indonesia,United States,2015,7616.760788,0,0,0,0,0,15535.87314,321.4188232,257.5638123,1.80366E+13,8.61934E+11,56115.719,3346.4871,9529106,1933658,0
213,ARG,534,IND,India,Argentina,2015,2215.066636,0,0,0,0,0,15676.28452,43.41675568,1311.050537,5.83169E+11,2.0954E+12,13431.878,1598.259,2766889,3287590,0
