counterpartcountrycode,iso3_o,countrycode,iso3_d,Importer,Exporter,year,Trade,contig,comlang_off,comlang_ethno,comcol,col45,distance,POPex,POPim,GDPex,GDPim,gdpcap_o,gdpcap_d,area_o,area_d,FTA
223,BRA,186,TUR,Turkey,Brazil,2015,1792.241432,0,0,0,0,0,10224.84128,207.8475342,78.66583252,1.77472E+12,7.1788E+11,8538.5898,9125.6875,8511920,780576,0
156,CAN,186,TUR,Turkey,Canada,2015,929.038076,0,0,0,0,0,8625.863351,35.85177231,78.66583252,1.55054E+12,7.1788E+11,43248.531,9125.6875,9976139,780576,0
924,CHN,186,TUR,Turkey,"China, P.R.: Mainland",2015,24873.45707,0,0,0,0,0,7230.205265,1371.219971,78.66583252,1.10077E+13,7.1788E+11,8027.6836,9125.6875,9572378,780576,0
132,FRA,186,TUR,Turkey,France,2015,7597.686796,0,0,0,0,0,2477.965054,66.80838776,78.66583252,2.41884E+12,7.1788E+11,36205.566,9125.6875,547026,780576,1
112,GBR,186,TUR,Turkey,United Kingdom,2015,5541.276816,0,0,0,0,0,2915.582599,65.13822937,78.66583252,2.858E+12,7.1788E+11,43875.973,9125.6875,244110,780576,1
536,IDN,186,TUR,Turkey,Indonesia,2015,1638.245117,0,0,0,0,0,9213.941486,257.5638123,78.66583252,8.61934E+11,7.1788E+11,3346.4871,9125.6875,1933658,780576,0
534,IND,186,TUR,Turkey,India,2015,5613.569791,0,0,0,0,0,4708.481283,1311.050537,78.66583252,2.0954E+12,7.1788E+11,1598.259,9125.6875,3287590,780576,0
136,ITA,186,TUR,Turkey,Italy,2015,10641.58168,0,0,0,0,0,1727.240391,60.80208588,78.66583252,1.8215E+12,7.1788E+11,29957.805,9125.6875,301323,780576,1
158,JPN,186,TUR,Turkey,Japan,2015,3140.056713,0,0,0,0,0,8718.031993,126.9584732,78.66583252,4.12326E+12,7.1788E+11,32477.215,9125.6875,377801,780576,0
542,KOR,186,TUR,Turkey,"Korea, Rep. of",2015,7057.422694,0,0,0,0,0,7937.728481,50.61704636,78.66583252,1.37787E+12,7.1788E+11,27221.525,9125.6875,99484,780576,1
273,MEX,186,TUR,Turkey,Mexico,2015,860.674936,0,0,0,0,0,11613.60816,127.0172272,78.66583252,1.14379E+12,7.1788E+11,9005.0234,9125.6875,1967210,780576,0
548,MYS,186,TUR,Turkey,Malaysia,2015,1339.167678,0,0,0,0,0,8232.46459,30.331007,78.66583252,2.96283E+11,7.1788E+11,9768.3262,9125.6875,329758,780576,0
566,PHL,186,TUR,Turkey,Philippines,2015,115.774073,0,0,0,0,0,9062.569166,100.6993942,78.66583252,2.92451E+11,7.1788E+11,2904.2021,9125.6875,300000,780576,0
456,SAU,186,TUR,Turkey,Saudi Arabia,2015,2117.220038,0,0,0,0,0,2117.857723,31.54037285,78.66583252,6.46002E+11,7.1788E+11,20481.744,9125.6875,2153168,780576,0
578,THA,186,TUR,Turkey,Thailand,2015,1209.784692,0,0,0,0,0,7232.054458,67.95935822,78.66583252,3.95168E+11,7.1788E+11,5814.77,9125.6875,513115,780576,0
111,USA,186,TUR,Turkey,United States,2015,11143.35286,0,0,0,0,0,9705.772318,321.4188232,78.66583252,1.80366E+13,7.1788E+11,56115.719,9125.6875,9529106,780576,0
213,ARG,111,USA,United States,Argentina,2015,3948.332947,0,0,1,0,0,8678.352247,43.41675568,321.4188232,5.83169E+11,1.80366E+13,13431.878,56115.719,2766889,9529106,0
193,AUS,111,USA,United States,Australia,2015,10862.1652,0,1,1,0,0,14802.03194,23.78116989,321.4188232,1.33914E+12,1.80366E+13,56310.957,56115.719,7686848,9529106,1
223,BRA,111,USA,United States,Brazil,2015,27405.26165,0,0,0,0,0,8088.513876,207.8475342,321.4188232,1.77472E+12,1.80366E+13,8538.5898,56115.719,8511920,9529106,0
156,CAN,111,USA,United States,Canada,2015,295190.3089,1,1,1,0,0,2079.296721,35.85177231,321.4188232,1.55054E+12,1.80366E+13,43248.531,56115.719,9976139,9529106,1
924,CHN,111,USA,United States,"China, P.R.: Mainland",2015,481880.7635,0,0,0,0,0,11183.42812,1371.219971,321.4188232,1.10077E+13,1.80366E+13,8027.6836,56115.719,9572378,9529106,0
132,FRA,111,USA,United States,France,2015,47761.44466,0,0,0,0,0,7456.767207,66.80838776,321.4188232,2.41884E+12,1.80366E+13,36205.566,56115.719,547026,9529106,0
112,GBR,111,USA,United States,United Kingdom,2015,57805.24949,0,1,1,0,0,6878.493481,65.13822937,321.4188232,2.858E+12,1.80366E+13,43875.973,56115.719,244110,9529106,0
536,IDN,111,USA,United States,Indonesia,2015,19575.32214,0,0,0,0,0,15535.87316,257.5638123,321.4188232,8.61934E+11,1.80366E+13,3346.4871,56115.719,1933658,9529106,0
534,IND,111,USA,United States,India,2015,44741.39054,0,1,1,0,0,13131.91448,1311.050537,321.4188232,2.0954E+12,1.80366E+13,1598.259,56115.719,3287590,9529106,0
136,ITA,111,USA,United States,Italy,2015,44014.56895,0,0,0,0,0,8284.00558,60.80208588,321.4188232,1.8215E+12,1.80366E+13,29957.805,56115.719,301323,9529106,0
158,JPN,111,USA,United States,Japan,2015,131119.7497,0,0,0,0,0,10286.1942,126.9584732,321.4188232,4.12326E+12,1.80366E+13,32477.215,56115.719,377801,9529106,0
542,KOR,111,USA,United States,"Korea, Rep. of",2015,71827.4421,0,0,1,0,0,10682.86416,50.61704636,321.4188232,1.37787E+12,1.80366E+13,27221.525,56115.719,99484,9529106,1
273,MEX,111,USA,United States,Mexico,2015,294741.1074,1,0,1,0,0,2468.404888,127.0172272,321.4188232,1.14379E+12,1.80366E+13,9005.0234,56115.719,1967210,9529106,1
548,MYS,111,USA,United States,Malaysia,2015,33828.20382,0,0,0,0,0,14859.50583,30.331007,321.4188232,2.96283E+11,1.80366E+13,9768.3262,56115.719,329758,9529106,0
566,PHL,111,USA,United States,Philippines,2015,10200.24938,0,1,1,0,1,13153.97546,100.6993942,321.4188232,2.92451E+11,1.80366E+13,2904.2021,56115.719,300000,9529106,0
456,SAU,111,USA,United States,Saudi Arabia,2015,22080.50799,0,0,0,0,0,11715.97146,31.54037285,321.4188232,6.46002E+11,1.80366E+13,20481.744,56115.719,2153168,9529106,0
578,THA,111,USA,United States,Thailand,2015,28594.75465,0,0,0,0,0,13936.19257,67.95935822,321.4188232,3.95168E+11,1.80366E+13,5814.77,56115.719,513115,9529106,0
186,TUR,111,USA,United States,Turkey,2015,7827.59031,0,0,0,0,0,9705.772134,78.66583252,321.4188232,7.1788E+11,1.80366E+13,9125.6875,56115.719,780576,9529106,0
