hscode,year,exp62,tariff,gdp,gdppc,fta,ctyid,eu_post,eucty,hscode62,ctyname,exp61,hscode61,exp64,hscode64,exp10,hscode10,eu
62,2008,2,30.58,319,4800.8105,0,169,0,0,1,Thailand,304,1,19,1,,1,0
61,2009,,30,317,4743.6905,0,169,0,0,,Thailand,193,1,24,1,,1,0
62,2010,4,29.01,341,5075.3022,0,169,0,0,1,Thailand,543,1,40,1,,1,0
62,2011,6,31.11,344,5093.5805,0,169,0,0,1,Thailand,1730,1,104,1,,1,0
62,2013,454,29.48,379,5561.2915,0,169,0,0,1,Thailand,3725,1,731,1,632,1,0
62,2014,339,0,382,5589.6987,0,169,0,0,1,Thailand,5790,1,564,1,,1,0
62,2015,1846,8.68,394,5733.9214,0,169,0,0,1,Thailand,12030,1,2962,1,,1,0
61,2008,,43,41.299978,3968.3526,0,172,0,0,,Tunisia,6,1,,1,,1,0
61,2009,,36,42.556922,4044.6297,0,172,0,0,,Tunisia,9,1,,1,,1,0
62,2010,2,36,44.050929,4140.1518,0,172,0,0,1,Tunisia,,1,,1,,1,0
61,2011,,30,43.206395,4014.9168,0,172,0,0,,Tunisia,5,1,128,1,,1,0
62,2012,1,30,44.933642,4127.4008,0,172,0,0,1,Tunisia,3,1,6,1,,1,0
62,2013,1,30,46.225374,4196.7525,0,172,0,0,1,Tunisia,1,1,,1,,1,0
61,2015,,30,48.076708,4264.516,0,172,0,0,,Tunisia,12,1,,1,,1,0
62,2007,181,0,740,10637.721,0,173,0,0,1,Turkey,4872,1,64,1,,1,0
62,2008,816,0,747,10599.29,0,173,0,0,1,Turkey,6375,1,204,1,,1,0
62,2009,89,0,711,9973.3425,0,173,0,0,1,Turkey,3485,1,378,1,,1,0
62,2010,639,0,772,10672.057,0,173,0,0,1,Turkey,3171,1,424,1,,1,0
62,2011,490,0,858,11683.229,0,173,0,0,1,Turkey,7449,1,730,1,,1,0
62,2013,5204,0,975,12865.682,0,173,0,0,1,Turkey,19047,1,1763,1,,1,0
62,2015,3975,11.43,1090,13894.6,0,173,0,0,1,Turkey,17830,1,1960,1,,1,0
62,2007,833.957,11.34,392.02185,17105.717,0,174,0,0,1,Taiwan,3567.663,1,399.523,1,871.793,1,0
62,2008,1520.614,11.26,411.06004,17874.404,0,174,0,0,1,Taiwan,3348.544,1,1114.44,1,618.129,1,0
62,2009,2701.043,11.58,386.03324,16726.646,0,174,0,0,1,Taiwan,3722.24,1,1675.571,1,531.407,1,0
62,2010,3964.221,11.51,446.105,19278,0,174,0,0,1,Taiwan,7345.054,1,2439.517,1,464.882,1,0
64,2011,,0,497.30868,21441.536,0,174,0,0,,Taiwan,,,3482.205,1,,1,0
62,2012,9650.357,11.38,505.01818,21702.2,0,174,0,0,1,Taiwan,21855.489,1,5641.941,1,484.921,1,0
62,2013,6889.978,0,513.51966,21997.633,0,174,0,0,1,Taiwan,12757.341,1,,1,,1,0
62,2014,8281.507,11.52,523.61587,22373.043,0,174,0,0,1,Taiwan,13875.645,1,3848.974,1,547.074,1,0
62,2015,10465.771,11.59,501.91386,21391.709,0,174,0,0,1,Taiwan,26124.776,1,6797.084,1,823.127,1,0
64,2011,,25,22.084132,629.29143,0,175,0,0,,,,,166,1,,1,0
62,2007,13,12,150,3220.0136,0,176,0,0,1,Ukraine,1086,1,,1,,1,0
62,2008,512,12,153,3311.9584,0,176,0,0,1,Ukraine,2139,1,4,1,,1,0
62,2009,880,11.89,131,2834.3432,0,176,0,0,1,Ukraine,3285,1,24,1,,1,0
62,2010,24,11.75,136,2965.1424,0,176,0,0,1,Ukraine,5548,1,42,1,,1,0
62,2011,12,11.57,143,3138.4651,0,176,0,0,1,Ukraine,2979,1,97,1,,1,0
62,2012,4,11.68,144,3153.7392,0,176,0,0,1,Ukraine,1326,1,327,1,21,1,0
62,2013,48,11.59,144,3160.0837,0,176,0,0,1,Ukraine,2121,1,121,1,46,1,0
62,2014,55,11.32,134,3123.9156,0,176,0,0,1,Ukraine,1270,1,114,1,97,1,0
62,2015,64,11.5,121,2828.8854,0,176,0,0,1,Ukraine,1689,1,220,1,23,1,0
61,2007,,20,33.447079,10014.872,0,178,0,0,,Uruguay,245,1,,1,,1,0
62,2008,1,20,35.847289,10698.052,0,178,0,0,1,Uruguay,475,1,1,1,,1,0
62,2009,1,20,37.368467,11112.456,0,178,0,0,1,Uruguay,637,1,67,1,,1,0
62,2010,7,20,40.284482,11938.212,0,178,0,0,1,Uruguay,722,1,377,1,,1,0
62,2011,2,20,42.36402,12512.913,0,178,0,0,1,Uruguay,1707,1,710,1,,1,0
62,2012,5,20,43.862935,12913.104,0,178,0,0,1,Uruguay,965,1,494,1,,1,0
62,2013,12,20.77,45.897095,13467.438,0,178,0,0,1,Uruguay,1187,1,163,1,,1,0
62,2014,13,20,47.383607,13856.695,0,178,0,0,1,Uruguay,1763,1,275,1,,1,0
62,2015,24,20,47.559277,13859.407,0,178,0,0,1,Uruguay,1537,1,532,1,,1,0
62,2007,81301,10.5,15100,49979.534,0,179,0,0,1,United States,1782048,1,746,1,89,1,0
62,2008,56416,10.34,15000,49364.645,0,179,0,0,1,United States,1893164,1,3181,1,,1,0
62,2009,34179,10.35,14600,47575.609,0,179,0,0,1,United States,1484167,1,7724,1,,1,0
62,2010,48651,9.9,15000,48373.879,0,179,0,0,1,United States,1777202,1,16208,1,577,1,0
62,2011,70183,9.86,15200,48783.469,0,179,0,0,1,United States,1947240,1,26158,1,1714,1,0
62,2012,78540,10.34,15500,49497.586,0,179,0,0,1,United States,1727930,1,23046,1,1178,1,0
62,2013,95241,10.09,15800,49976.629,0,179,0,0,1,United States,1833743,1,36505,1,1198,1,0
62,2014,71722,10.63,16200,50782.521,0,179,0,0,1,United States,1753093,1,69743,1,2319,1,0
62,2015,76549,10.34,16600,51722.097,0,179,0,0,1,United States,1732027,1,118101,1,1699,1,0
62,2008,16,35,412,14652.178,0,182,0,0,1,Venezuela,153,1,108,1,,1,0
62,2009,1,35,399,13961.886,0,182,0,0,1,Venezuela,239,1,426,1,,1,0
61,2010,,33.5,393,13545.206,0,182,0,0,,Venezuela,14,1,181,1,,1,0
61,2011,,32,410,13902.452,0,182,0,0,,Venezuela,82,1,,1,,1,0
61,2012,,32,433,14473.47,0,182,0,0,,Venezuela,301,1,,1,,1,0
61,2013,,32,438,14462.358,0,182,0,0,,Venezuela,618,1,,1,,1,0
62,2007,6192,5,97.817394,1161.4716,0,183,0,0,1,Vietnam,135,1,432,1,2,1,0
62,2008,373,5,103,1214.2525,0,183,0,0,1,Vietnam,10,1,99,1,133,1,0
61,2009,,5,109,1266.3135,0,183,0,0,,Vietnam,125,1,174,1,754,1,0
62,2010,13,4.55,116,1333.5835,0,183,0,0,1,Vietnam,369,1,657,1,1199,1,0
62,2012,132,0,130,1459.6374,0,183,0,0,1,Vietnam,297,1,452,1,163,1,0
62,2013,226,0,137,1522.4859,0,183,0,0,1,Vietnam,280,1,379,1,49,1,0
62,2014,76,0,145,1596.3457,0,183,0,0,1,Vietnam,568,1,217,1,86,1,0
62,2015,751,0,155,1684.6915,0,183,0,0,1,Vietnam,992,1,1294,1,121,1,0
62,2007,32,37,359,7334.2415,0,186,0,0,1,South Africa,3947,1,111,1,,1,0
62,2008,100,37.59,370,7465.3912,0,186,0,0,1,South Africa,4791,1,383,1,,1,0
62,2009,46,38.42,364,7248.4393,0,186,0,0,1,South Africa,2593,1,841,1,,1,0
62,2010,68,41.21,375,7362.7614,0,186,0,0,1,South Africa,2859,1,1200,1,,1,0
62,2011,106,40.99,388,7494.3266,0,186,0,0,1,South Africa,2911,1,2043,1,,1,0
62,2012,198,41.49,396,7546.8139,0,186,0,0,1,South Africa,6636,1,2466,1,,1,0
62,2013,338,41.46,406,7617.8195,0,186,0,0,1,South Africa,5949,1,4333,1,159,1,0
62,2014,88,41.45,413,7627.8519,0,186,0,0,1,South Africa,4826,1,2493,1,125,1,0
62,2015,185,41.6,418,7605.3954,0,186,0,0,1,South Africa,9419,1,3482,1,43,1,0
